user_id,total_sessions,avg_session_length,total_purchases,total_levels,last_login,first_login,days_since_last_login,days_active,sessions_per_week,churned,R_score,F_score,M_score,RFM_score,engagement_score,purchase_rate,level_rate,is_high_spender,is_highly_active,cluster,segment
43941,6,42.28333333333333,7,82,2024-11-13,2024-02-12,48,276,0.15,1,2.0,1.0,1.0,4.0,21.98,1.167,13.667,0,0,1,Casual
43942,6,44.5,24,58,2024-12-30,2024-01-24,1,342,0.12,0,5.0,1.0,2.0,8.0,19.98,4.0,9.667,0,0,1,Casual
43943,10,56.56,59,122,2024-12-13,2024-01-30,18,319,0.22,0,4.0,2.0,5.0,11.0,30.78,5.9,12.2,1,0,2,High Engagement
43944,11,45.71818181818182,21,112,2024-12-21,2024-02-14,10,312,0.25,0,4.0,3.0,2.0,9.0,26.59,1.909,10.182,0,0,1,Casual
43945,13,27.307692307692307,50,150,2024-12-25,2024-03-23,6,278,0.33,0,5.0,5.0,4.0,14.0,25.41,3.846,11.538,0,1,2,High Engagement
43946,9,48.144444444444446,21,119,2024-12-13,2024-03-16,18,273,0.23,0,4.0,3.0,2.0,9.0,27.98,2.333,13.222,0,0,1,Casual
43947,7,42.17142857142857,46,83,2024-12-05,2024-01-04,26,337,0.15,0,3.0,1.0,4.0,8.0,22.05,6.571,11.857,0,0,3,High Spender
43948,6,36.75,16,64,2024-11-15,2024-02-24,46,266,0.16,1,2.0,1.0,1.0,4.0,18.45,2.667,10.667,0,0,0,At-Risk
43949,8,25.8125,22,90,2024-12-21,2024-03-08,10,289,0.19,0,4.0,2.0,2.0,8.0,18.04,2.75,11.25,0,0,0,At-Risk
43950,13,33.669230769230765,69,139,2024-12-18,2024-01-06,13,348,0.26,0,4.0,4.0,5.0,13.0,25.88,5.308,10.692,1,0,2,High Engagement
43951,11,43.08181818181818,51,98,2024-10-24,2024-02-01,68,267,0.29,1,1.0,4.0,4.0,9.0,24.47,4.636,8.909,0,1,2,High Engagement
43952,9,31.84444444444445,38,123,2024-12-16,2024-05-15,15,216,0.29,0,4.0,4.0,3.0,11.0,23.75,4.222,13.667,0,1,2,High Engagement
43953,14,26.57857142857143,50,146,2024-12-04,2024-02-21,27,288,0.34,0,3.0,5.0,4.0,12.0,24.81,3.571,10.429,0,1,2,High Engagement
43954,11,35.31818181818182,12,95,2024-11-04,2024-02-11,57,268,0.29,1,2.0,4.0,1.0,7.0,21.83,1.091,8.636,0,1,1,Casual
43955,11,40.11818181818182,75,118,2024-12-30,2024-02-05,1,330,0.23,0,5.0,3.0,5.0,13.0,25.46,6.818,10.727,1,0,3,High Spender
43956,12,24.725,53,99,2024-12-17,2024-02-03,14,319,0.26,0,4.0,4.0,4.0,12.0,18.95,4.417,8.25,1,0,3,High Spender
43957,7,27.485714285714288,32,82,2024-12-04,2024-01-14,27,326,0.15,0,3.0,1.0,3.0,7.0,17.54,4.571,11.714,0,0,0,At-Risk
43958,11,22.990909090909092,87,125,2024-12-01,2024-01-30,30,307,0.25,1,3.0,3.0,5.0,11.0,21.15,7.909,11.364,1,0,3,High Spender
43959,8,15.8375,23,59,2024-11-29,2024-02-01,32,303,0.18,1,3.0,1.0,2.0,6.0,11.73,2.875,7.375,0,0,0,At-Risk
43960,7,30.02857142857143,32,34,2024-11-30,2024-01-17,31,319,0.15,1,3.0,1.0,3.0,7.0,13.21,4.571,4.857,0,0,0,At-Risk
43961,5,33.9,33,35,2024-12-16,2024-01-07,15,345,0.1,0,4.0,1.0,3.0,8.0,14.28,6.6,7.0,0,0,3,High Spender
43962,6,43.18333333333334,27,59,2024-11-18,2024-02-17,43,276,0.15,1,2.0,1.0,2.0,5.0,19.81,4.5,9.833,0,0,1,Casual
43963,5,44.26,12,60,2024-07-20,2024-02-06,164,166,0.21,1,1.0,2.0,1.0,4.0,20.48,2.4,12.0,0,0,1,Casual
43964,13,44.0,50,108,2024-11-27,2024-01-02,34,331,0.27,1,3.0,4.0,4.0,11.0,25.73,3.846,8.308,0,0,2,High Engagement
43965,11,20.136363636363637,47,96,2024-12-08,2024-01-27,23,317,0.24,0,3.0,3.0,4.0,10.0,17.18,4.273,8.727,0,0,3,High Spender
43966,11,31.58181818181818,33,131,2024-12-26,2024-02-17,5,314,0.25,0,5.0,3.0,3.0,11.0,24.36,3.0,11.909,0,0,2,High Engagement
43967,4,62.15,7,35,2024-11-02,2024-02-23,59,254,0.11,1,2.0,1.0,1.0,4.0,22.8,1.75,8.75,0,0,1,Casual
43968,11,44.24545454545454,13,105,2024-12-12,2024-01-07,19,341,0.23,0,4.0,3.0,1.0,8.0,25.32,1.182,9.545,0,0,1,Casual
43969,14,38.2,79,175,2024-11-08,2024-02-13,53,270,0.36,1,2.0,5.0,5.0,12.0,31.45,5.643,12.5,1,1,2,High Engagement
43970,7,26.17142857142857,32,72,2024-12-03,2024-01-19,28,320,0.15,0,3.0,1.0,3.0,7.0,16.08,4.571,10.286,0,0,0,At-Risk
43971,12,27.516666666666666,31,70,2024-12-30,2024-01-01,1,365,0.23,0,5.0,3.0,3.0,11.0,16.6,2.583,5.833,0,0,0,At-Risk
43972,10,34.86,28,109,2024-11-25,2024-01-13,36,318,0.22,1,2.0,2.0,2.0,6.0,22.89,2.8,10.9,0,0,1,Casual
43973,10,32.910000000000004,90,108,2024-12-14,2024-01-13,17,337,0.21,0,4.0,2.0,5.0,11.0,22.16,9.0,10.8,1,0,3,High Spender
43974,6,26.53333333333333,32,70,2024-11-15,2024-01-01,46,320,0.13,1,2.0,1.0,3.0,6.0,15.9,5.333,11.667,0,0,0,At-Risk
43975,9,30.45555555555556,23,48,2024-11-11,2024-02-05,50,281,0.22,1,2.0,2.0,2.0,6.0,15.11,2.556,5.333,0,0,0,At-Risk
43976,12,22.508333333333336,46,113,2024-12-07,2024-05-07,24,215,0.39,0,3.0,5.0,4.0,12.0,20.29,3.833,9.417,0,1,2,High Engagement
43977,14,40.892857142857146,89,107,2024-12-09,2024-04-09,22,245,0.4,0,3.0,5.0,5.0,13.0,25.21,6.357,7.643,1,1,2,High Engagement
43978,16,34.35625,90,127,2024-12-15,2024-02-15,16,305,0.37,0,4.0,5.0,5.0,14.0,25.25,5.625,7.938,1,1,2,High Engagement
43979,9,29.41111111111111,62,80,2024-11-23,2024-01-17,38,312,0.2,1,2.0,2.0,5.0,9.0,18.1,6.889,8.889,1,0,3,High Spender
43980,7,40.98571428571428,2,79,2024-09-16,2024-01-19,106,242,0.2,1,1.0,2.0,1.0,4.0,21.47,0.286,11.286,0,0,1,Casual
43981,14,43.49285714285714,57,90,2024-12-24,2024-01-27,7,333,0.29,0,5.0,4.0,5.0,14.0,23.75,4.071,6.429,1,1,2,High Engagement
43982,8,40.3,31,85,2024-12-27,2024-01-07,4,356,0.16,0,5.0,1.0,3.0,9.0,21.74,3.875,10.625,0,0,1,Casual
43983,9,37.46666666666667,21,70,2024-12-08,2024-01-06,23,338,0.19,0,3.0,2.0,2.0,7.0,19.42,2.333,7.778,0,0,0,At-Risk
43984,8,42.775,24,71,2024-11-25,2024-04-23,36,217,0.26,1,2.0,4.0,2.0,8.0,21.4,3.0,8.875,0,0,1,Casual
43985,9,16.288888888888888,30,62,2024-12-16,2024-01-04,15,348,0.18,0,4.0,1.0,3.0,8.0,12.18,3.333,6.889,0,0,0,At-Risk
43986,8,25.0625,15,95,2024-10-20,2024-01-19,72,276,0.2,1,1.0,2.0,1.0,4.0,18.39,1.875,11.875,0,0,0,At-Risk
43987,7,45.857142857142854,6,56,2024-10-10,2024-01-14,82,271,0.18,1,1.0,1.0,1.0,3.0,20.41,0.857,8.0,0,0,1,Casual
43988,12,39.875,57,102,2024-12-01,2024-01-07,30,330,0.25,1,3.0,3.0,5.0,11.0,23.78,4.75,8.5,1,0,3,High Spender
43989,15,42.22666666666667,58,145,2024-12-07,2024-01-13,24,330,0.32,0,3.0,5.0,5.0,13.0,29.32,3.867,9.667,1,1,2,High Engagement
43990,7,13.928571428571429,41,50,2024-11-19,2024-02-20,42,274,0.18,1,2.0,1.0,3.0,6.0,10.2,5.857,7.143,0,0,0,At-Risk
43991,9,33.55555555555556,46,89,2024-12-06,2024-01-06,25,336,0.19,0,3.0,2.0,4.0,9.0,20.26,5.111,9.889,0,0,3,High Spender
43992,15,32.733333333333334,74,135,2024-11-29,2024-01-07,32,328,0.32,1,3.0,5.0,5.0,13.0,25.41,4.933,9.0,1,1,2,High Engagement
43993,13,21.315384615384616,37,124,2024-11-24,2024-01-14,37,316,0.29,1,2.0,4.0,3.0,9.0,20.7,2.846,9.538,0,1,2,High Engagement
43994,7,27.17142857142857,51,74,2024-12-28,2024-03-18,3,286,0.17,0,5.0,1.0,4.0,10.0,16.68,7.286,10.571,0,0,3,High Spender
43995,5,17.22,4,38,2024-10-21,2024-01-10,71,286,0.12,1,1.0,1.0,1.0,3.0,9.67,0.8,7.6,0,0,0,At-Risk
43996,12,34.90833333333333,36,146,2024-12-01,2024-05-27,30,189,0.44,1,3.0,5.0,3.0,11.0,27.71,3.0,12.167,0,1,2,High Engagement
43997,11,36.96363636363636,81,112,2024-12-11,2024-01-07,20,340,0.23,0,3.0,3.0,5.0,11.0,23.88,7.364,10.182,1,0,3,High Spender
43998,10,58.14,29,84,2024-12-07,2024-01-23,24,320,0.22,0,3.0,2.0,2.0,7.0,27.23,2.9,8.4,0,0,1,Casual
43999,8,37.4625,70,49,2024-11-30,2024-03-10,31,266,0.21,1,3.0,2.0,5.0,10.0,17.27,8.75,6.125,1,0,3,High Spender
44000,4,34.35,10,40,2024-12-24,2024-04-05,7,264,0.11,0,5.0,1.0,1.0,7.0,14.99,2.5,10.0,0,0,0,At-Risk
44001,8,38.8,32,89,2024-09-03,2024-01-14,119,234,0.24,1,1.0,3.0,3.0,7.0,22.03,4.0,11.125,0,0,1,Casual
44002,12,33.56666666666667,23,105,2024-12-15,2024-02-03,16,317,0.26,0,4.0,4.0,2.0,10.0,22.24,1.917,8.75,0,0,1,Casual
44003,6,13.333333333333334,30,41,2024-11-21,2024-01-14,40,313,0.13,1,2.0,1.0,3.0,6.0,8.87,5.0,6.833,0,0,0,At-Risk
44004,9,30.65555555555555,87,82,2024-12-19,2024-03-06,12,289,0.22,0,4.0,2.0,5.0,11.0,18.77,9.667,9.111,1,0,3,High Spender
44005,7,15.085714285714284,45,73,2024-11-15,2024-02-10,46,280,0.18,1,2.0,1.0,4.0,7.0,12.98,6.429,10.429,0,0,3,High Spender
44006,14,44.12857142857143,66,104,2024-12-18,2024-01-06,13,348,0.28,0,4.0,4.0,5.0,13.0,25.38,4.714,7.429,1,0,2,High Engagement
44007,11,37.63636363636363,67,79,2024-12-26,2024-04-02,5,269,0.29,0,5.0,4.0,5.0,14.0,20.83,6.091,7.182,1,1,3,High Spender
44008,12,21.691666666666663,43,109,2024-12-12,2024-02-16,19,301,0.28,0,4.0,4.0,4.0,12.0,19.18,3.583,9.083,0,0,0,At-Risk
44009,8,35.3625,42,69,2024-12-17,2024-03-24,14,269,0.21,0,4.0,2.0,4.0,10.0,18.76,5.25,8.625,0,0,3,High Spender
44010,9,23.466666666666665,9,72,2024-10-03,2024-01-09,89,269,0.23,1,1.0,3.0,1.0,5.0,15.59,1.0,8.0,0,0,0,At-Risk
44011,13,38.830769230769235,58,153,2024-10-30,2024-01-17,62,288,0.32,1,1.0,5.0,5.0,11.0,29.15,4.462,11.769,1,1,2,High Engagement
44012,8,35.5,35,78,2024-11-22,2024-01-27,39,301,0.19,1,2.0,2.0,3.0,7.0,19.68,4.375,9.75,0,0,0,At-Risk
44013,19,28.542105263157897,90,139,2024-12-23,2024-03-24,8,275,0.44,0,5.0,5.0,5.0,15.0,25.06,4.737,7.316,1,1,2,High Engagement
44014,10,28.21,22,129,2024-12-08,2024-01-30,23,314,0.22,0,3.0,2.0,2.0,7.0,23.02,2.2,12.9,0,0,0,At-Risk
44015,10,36.290000000000006,11,81,2024-11-17,2024-03-12,44,251,0.28,1,2.0,4.0,1.0,7.0,20.59,1.1,8.1,0,0,0,At-Risk
44016,7,48.01428571428571,20,49,2024-12-21,2024-04-07,10,259,0.19,0,4.0,2.0,2.0,8.0,20.36,2.857,7.0,0,0,1,Casual
44017,10,31.15,36,75,2024-12-29,2024-02-27,2,307,0.23,0,5.0,3.0,3.0,11.0,18.22,3.6,7.5,0,0,0,At-Risk
44018,13,37.41538461538461,30,144,2024-12-22,2024-01-05,9,353,0.26,0,5.0,4.0,3.0,12.0,27.53,2.308,11.077,0,0,2,High Engagement
44019,10,29.07,4,101,2024-11-17,2024-01-01,44,322,0.22,1,2.0,2.0,1.0,5.0,20.31,0.4,10.1,0,0,0,At-Risk
44020,12,31.166666666666668,47,150,2024-11-10,2024-02-04,51,281,0.3,1,2.0,4.0,4.0,10.0,26.45,3.917,12.5,0,1,2,High Engagement
44021,14,30.264285714285712,26,102,2024-12-08,2024-01-14,23,330,0.3,0,3.0,4.0,2.0,9.0,21.09,1.857,7.286,0,1,0,At-Risk
44022,11,35.53636363636363,52,115,2024-12-19,2024-01-06,12,349,0.22,0,4.0,2.0,4.0,10.0,23.73,4.727,10.455,0,0,3,High Spender
44023,11,44.11818181818182,64,93,2024-12-28,2024-01-31,3,333,0.23,0,5.0,3.0,5.0,13.0,24.01,5.818,8.455,1,0,3,High Spender
44024,13,40.15384615384615,54,152,2024-12-02,2024-01-13,29,325,0.28,0,3.0,4.0,4.0,11.0,29.28,4.154,11.692,1,0,2,High Engagement
44025,8,36.05,23,99,2024-12-28,2024-04-20,3,253,0.22,0,5.0,2.0,2.0,9.0,22.19,2.875,12.375,0,0,1,Casual
44026,10,39.22,41,119,2024-09-27,2024-01-16,95,256,0.27,1,1.0,4.0,3.0,8.0,25.46,4.1,11.9,0,0,2,High Engagement
44027,14,23.1,43,129,2024-12-24,2024-01-05,7,355,0.28,0,5.0,4.0,4.0,13.0,21.72,3.071,9.214,0,0,2,High Engagement
44028,11,44.85454545454545,48,75,2024-12-16,2024-01-24,15,328,0.23,0,4.0,3.0,4.0,11.0,22.33,4.364,6.818,0,0,1,Casual
44029,16,21.36875,28,107,2024-11-28,2024-01-12,33,322,0.35,1,3.0,5.0,2.0,10.0,19.15,1.75,6.688,0,1,0,At-Risk
44030,12,14.3,33,62,2024-12-27,2024-02-19,4,313,0.27,0,5.0,4.0,3.0,12.0,11.94,2.75,5.167,0,0,0,At-Risk
44031,9,33.77777777777778,26,51,2024-12-11,2024-01-08,20,339,0.19,0,3.0,2.0,2.0,7.0,16.3,2.889,5.667,0,0,0,At-Risk
44032,11,27.818181818181817,57,102,2024-12-19,2024-02-01,12,323,0.24,0,4.0,3.0,5.0,12.0,20.12,5.182,9.273,1,0,3,High Spender
44033,4,32.175,2,42,2024-11-19,2024-01-20,42,305,0.09,1,2.0,1.0,1.0,4.0,14.46,0.5,10.5,0,0,0,At-Risk
44034,11,24.727272727272727,47,81,2024-12-10,2024-03-21,21,265,0.29,0,3.0,4.0,4.0,11.0,17.16,4.273,7.364,0,1,3,High Spender
44035,15,32.21333333333333,15,157,2024-11-14,2024-04-04,47,225,0.44,1,2.0,5.0,1.0,8.0,28.07,1.0,10.467,0,1,2,High Engagement
44036,8,46.025,41,87,2024-11-12,2024-01-13,49,305,0.18,1,2.0,1.0,3.0,6.0,23.75,5.125,10.875,0,0,1,Casual
44037,8,20.65,36,70,2024-11-19,2024-02-16,42,278,0.2,1,2.0,2.0,3.0,7.0,14.42,4.5,8.75,0,0,0,At-Risk
44038,4,26.35,2,27,2024-12-29,2024-04-14,2,260,0.11,0,5.0,1.0,1.0,7.0,11.21,0.5,6.75,0,0,0,At-Risk
44039,14,34.292857142857144,44,124,2024-12-25,2024-03-02,6,299,0.33,0,5.0,5.0,4.0,14.0,24.75,3.143,8.857,0,1,2,High Engagement
44040,9,27.566666666666663,53,79,2024-12-24,2024-05-28,7,211,0.3,0,5.0,4.0,4.0,13.0,17.84,5.889,8.778,1,1,3,High Spender
44041,8,39.1,32,107,2024-11-15,2024-03-04,46,257,0.22,1,2.0,2.0,3.0,7.0,23.95,4.0,13.375,0,0,1,Casual
44042,11,36.809090909090905,34,126,2024-11-27,2024-01-04,34,329,0.23,1,3.0,3.0,3.0,9.0,25.32,3.091,11.455,0,0,1,Casual
44043,5,30.78,2,38,2024-07-15,2024-01-05,169,193,0.18,1,1.0,1.0,1.0,3.0,13.98,0.4,7.6,0,0,0,At-Risk
44044,12,24.40833333333333,49,134,2024-12-02,2024-01-21,29,317,0.26,0,3.0,4.0,4.0,11.0,22.57,4.083,11.167,0,0,2,High Engagement
44045,5,63.28000000000001,28,68,2024-05-03,2024-02-09,242,85,0.41,1,1.0,5.0,2.0,8.0,27.83,5.6,13.6,0,1,1,Casual
44046,8,37.4625,26,110,2024-12-30,2024-02-09,1,326,0.17,0,5.0,1.0,2.0,8.0,23.58,3.25,13.75,0,0,1,Casual
44047,11,42.19090909090909,49,109,2024-12-21,2024-01-16,10,341,0.23,0,4.0,3.0,4.0,11.0,25.13,4.455,9.909,0,0,1,Casual
44048,6,44.61666666666667,30,74,2024-12-01,2024-03-07,30,270,0.16,1,3.0,1.0,3.0,7.0,21.87,5.0,12.333,0,0,1,Casual
44049,9,47.24444444444444,22,88,2024-12-11,2024-02-28,20,288,0.22,0,3.0,2.0,2.0,7.0,24.38,2.444,9.778,0,0,1,Casual
44050,10,31.910000000000004,29,124,2024-12-02,2024-02-12,29,295,0.24,0,3.0,3.0,2.0,8.0,23.68,2.9,12.4,0,0,1,Casual
44051,7,66.65714285714286,7,81,2024-11-26,2024-02-29,35,272,0.18,1,2.0,1.0,1.0,4.0,29.3,1.0,11.571,0,0,1,Casual
44052,7,50.31428571428571,74,61,2024-12-26,2024-01-17,5,345,0.14,0,5.0,1.0,5.0,11.0,22.12,10.571,8.714,1,0,3,High Spender
44053,11,38.45454545454545,37,86,2024-12-06,2024-01-09,25,333,0.23,0,3.0,3.0,3.0,9.0,21.57,3.364,7.818,0,0,1,Casual
44054,9,31.133333333333333,8,86,2024-11-06,2024-02-08,55,273,0.23,1,2.0,3.0,1.0,6.0,19.38,0.889,9.556,0,0,0,At-Risk
44055,13,20.684615384615384,37,129,2024-12-08,2024-02-02,23,311,0.29,0,3.0,4.0,3.0,10.0,21.04,2.846,9.923,0,1,2,High Engagement
44056,11,36.945454545454545,41,90,2024-10-29,2024-01-10,63,294,0.26,1,1.0,4.0,3.0,8.0,21.66,3.727,8.182,0,0,1,Casual
44057,11,20.654545454545453,30,111,2024-11-24,2024-03-06,37,264,0.29,1,2.0,4.0,3.0,9.0,19.12,2.727,10.091,0,1,0,At-Risk
44058,7,69.52857142857142,40,58,2024-11-24,2024-02-07,37,292,0.17,1,2.0,1.0,3.0,6.0,27.69,5.714,8.286,0,0,1,Casual
44059,7,30.457142857142856,35,89,2024-12-27,2024-03-17,4,286,0.17,0,5.0,1.0,3.0,9.0,19.25,5.0,12.714,0,0,3,High Spender
44060,8,27.825,32,112,2024-11-07,2024-01-12,54,301,0.19,1,2.0,2.0,3.0,7.0,20.98,4.0,14.0,0,0,0,At-Risk
44061,6,76.83333333333333,34,42,2024-08-13,2024-01-15,140,212,0.2,1,1.0,2.0,3.0,6.0,28.3,5.667,7.0,0,0,1,Casual
44062,9,25.677777777777777,41,93,2024-12-17,2024-01-26,14,327,0.19,0,4.0,2.0,3.0,9.0,18.32,4.556,10.333,0,0,3,High Spender
44063,9,24.64444444444445,24,49,2024-11-25,2024-01-02,36,329,0.19,1,2.0,2.0,2.0,6.0,13.35,2.667,5.444,0,0,0,At-Risk
44064,12,35.15,62,109,2024-12-30,2024-03-25,1,281,0.3,0,5.0,4.0,5.0,14.0,23.3,5.167,9.083,1,1,2,High Engagement
44065,13,22.307692307692307,35,105,2024-12-17,2024-01-17,14,336,0.27,0,4.0,4.0,3.0,11.0,18.9,2.692,8.077,0,0,0,At-Risk
44066,8,39.325,63,90,2024-12-03,2024-01-01,28,338,0.17,0,3.0,1.0,5.0,9.0,22.02,7.875,11.25,1,0,3,High Spender
44067,6,17.833333333333332,20,41,2024-12-11,2024-01-24,20,323,0.13,0,3.0,1.0,2.0,6.0,10.22,3.333,6.833,0,0,0,At-Risk
44068,13,47.29230769230769,112,107,2024-12-21,2024-02-03,10,323,0.28,0,4.0,4.0,5.0,13.0,26.65,8.615,8.231,1,0,3,High Spender
44069,11,41.98181818181818,52,111,2024-12-21,2024-01-23,10,334,0.23,0,4.0,3.0,4.0,11.0,25.28,4.727,10.091,0,0,2,High Engagement
44070,6,19.15,60,44,2024-09-29,2024-02-23,93,220,0.19,1,1.0,2.0,5.0,8.0,11.17,10.0,7.333,1,0,3,High Spender
44071,10,21.59,41,96,2024-12-29,2024-02-12,2,322,0.22,0,5.0,2.0,3.0,10.0,17.53,4.1,9.6,0,0,0,At-Risk
44072,8,19.1375,65,77,2024-09-26,2024-02-01,96,239,0.23,1,1.0,3.0,5.0,9.0,14.82,8.125,9.625,1,0,3,High Spender
44073,6,40.416666666666664,10,52,2024-12-27,2024-02-28,4,304,0.14,0,5.0,1.0,1.0,7.0,18.2,1.667,8.667,0,0,0,At-Risk
44074,6,37.233333333333334,11,35,2024-11-26,2024-01-13,35,319,0.13,1,2.0,1.0,1.0,4.0,15.4,1.833,5.833,0,0,0,At-Risk
44075,7,39.885714285714286,17,67,2024-11-26,2024-05-29,35,182,0.27,1,2.0,4.0,1.0,7.0,20.15,2.429,9.571,0,0,1,Casual
44076,5,42.16,15,58,2024-06-06,2024-01-29,208,130,0.27,1,1.0,4.0,1.0,6.0,19.88,3.0,11.6,0,0,1,Casual
44077,6,34.68333333333333,70,63,2024-12-20,2024-06-05,11,199,0.21,0,4.0,2.0,5.0,11.0,17.92,11.667,10.5,1,0,3,High Spender
44078,14,49.528571428571425,57,151,2024-12-13,2024-02-27,18,291,0.34,0,4.0,5.0,5.0,14.0,32.23,4.071,10.786,1,1,2,High Engagement
44079,11,26.254545454545458,36,119,2024-11-16,2024-02-02,45,289,0.27,1,2.0,4.0,3.0,9.0,21.57,3.273,10.818,0,0,2,High Engagement
44080,9,29.200000000000003,28,96,2024-12-23,2024-02-06,8,322,0.2,0,5.0,2.0,2.0,9.0,19.74,3.111,10.667,0,0,0,At-Risk
44081,12,53.39166666666666,35,78,2024-11-08,2024-01-16,53,298,0.28,1,2.0,4.0,3.0,9.0,25.41,2.917,6.5,0,0,1,Casual
44082,9,41.97777777777778,51,60,2024-11-10,2024-03-09,51,247,0.26,1,2.0,4.0,4.0,10.0,19.99,5.667,6.667,0,0,3,High Spender
44083,19,32.921052631578945,99,188,2024-11-15,2024-02-06,46,284,0.44,1,2.0,5.0,5.0,12.0,31.57,5.211,9.895,1,1,2,High Engagement
44084,6,41.06666666666666,17,54,2024-12-02,2024-04-26,29,221,0.19,0,3.0,2.0,1.0,6.0,18.8,2.833,9.0,0,0,0,At-Risk
44085,14,19.36428571428571,25,139,2024-12-13,2024-01-24,18,325,0.3,0,4.0,4.0,2.0,10.0,21.74,1.786,9.929,0,1,2,High Engagement
44086,7,41.357142857142854,34,59,2024-09-28,2024-03-22,94,191,0.26,1,1.0,4.0,3.0,8.0,19.7,4.857,8.429,0,0,3,High Spender
44087,9,28.444444444444443,37,112,2024-12-25,2024-01-06,6,355,0.18,0,5.0,1.0,3.0,9.0,21.13,4.111,12.444,0,0,0,At-Risk
44088,7,25.571428571428573,43,84,2024-11-21,2024-01-03,40,324,0.15,1,2.0,1.0,4.0,7.0,17.18,6.143,12.0,0,0,3,High Spender
44089,14,43.214285714285715,40,145,2024-12-21,2024-01-29,10,328,0.3,0,4.0,4.0,3.0,11.0,29.54,2.857,10.357,0,1,2,High Engagement
44090,7,20.785714285714285,7,44,2024-10-04,2024-03-10,88,209,0.23,1,1.0,3.0,1.0,5.0,11.82,1.0,6.286,0,0,0,At-Risk
44091,4,42.275,11,38,2024-08-31,2024-04-28,122,126,0.22,1,1.0,2.0,1.0,4.0,17.59,2.75,9.5,0,0,0,At-Risk
44092,9,51.25555555555556,42,101,2024-10-20,2024-02-05,72,259,0.24,1,1.0,3.0,4.0,8.0,27.04,4.667,11.222,0,0,1,Casual
44093,14,35.59285714285714,27,115,2024-12-24,2024-01-22,7,338,0.29,0,5.0,4.0,2.0,11.0,24.03,1.929,8.214,0,1,1,Casual
44094,4,22.975,4,46,2024-10-03,2024-02-03,89,244,0.11,1,1.0,1.0,1.0,3.0,12.21,1.0,11.5,0,0,0,At-Risk
44095,8,33.6125,26,74,2024-11-27,2024-02-06,34,296,0.19,1,3.0,2.0,2.0,7.0,18.69,3.25,9.25,0,0,0,At-Risk
44096,7,48.68571428571429,39,69,2024-09-17,2024-02-19,105,212,0.23,1,1.0,3.0,3.0,7.0,22.84,5.571,9.857,0,0,1,Casual
44097,8,31.6375,27,69,2024-12-15,2024-02-25,16,295,0.19,0,4.0,2.0,2.0,8.0,17.57,3.375,8.625,0,0,0,At-Risk
44098,9,26.31111111111111,55,77,2024-12-02,2024-01-11,29,327,0.19,0,3.0,2.0,4.0,9.0,16.82,6.111,8.556,1,0,3,High Spender
44099,6,16.266666666666666,20,76,2024-10-20,2024-01-01,72,294,0.14,1,1.0,1.0,2.0,4.0,13.5,3.333,12.667,0,0,0,At-Risk
44100,8,26.45,28,81,2024-12-17,2024-01-20,14,333,0.17,0,4.0,1.0,2.0,7.0,17.2,3.5,10.125,0,0,0,At-Risk
44101,9,28.977777777777774,39,99,2024-12-28,2024-03-03,3,301,0.21,0,5.0,2.0,3.0,10.0,20.03,4.333,11.0,0,0,3,High Spender
44102,8,19.3125,23,68,2024-12-27,2024-01-24,4,339,0.17,0,5.0,1.0,2.0,8.0,13.68,2.875,8.5,0,0,0,At-Risk
44103,7,53.25714285714285,13,43,2024-12-10,2024-01-26,21,320,0.15,0,3.0,1.0,1.0,5.0,21.14,1.857,6.143,0,0,1,Casual
44104,12,36.75,56,58,2024-09-30,2024-03-23,92,192,0.44,1,1.0,5.0,4.0,10.0,18.93,4.667,4.833,1,1,2,High Engagement
44105,9,38.577777777777776,20,83,2024-12-23,2024-01-17,8,342,0.18,0,5.0,1.0,2.0,8.0,21.09,2.222,9.222,0,0,1,Casual
44106,6,33.63333333333333,8,52,2024-12-09,2024-01-28,22,317,0.13,0,3.0,1.0,1.0,5.0,16.12,1.333,8.667,0,0,0,At-Risk
44107,10,50.510000000000005,28,103,2024-12-21,2024-02-13,10,313,0.22,0,4.0,2.0,2.0,8.0,26.95,2.8,10.3,0,0,1,Casual
44108,15,20.02,47,136,2024-12-22,2024-01-21,9,337,0.31,0,5.0,5.0,4.0,14.0,21.66,3.133,9.067,0,1,2,High Engagement
44109,9,17.944444444444443,60,63,2024-12-14,2024-02-26,17,293,0.22,0,4.0,2.0,5.0,11.0,12.94,6.667,7.0,1,0,3,High Spender
44110,10,18.1,62,102,2024-12-25,2024-01-17,6,344,0.2,0,5.0,2.0,5.0,12.0,17.04,6.2,10.2,1,0,3,High Spender
44111,9,54.05555555555556,44,83,2024-12-19,2024-02-25,12,299,0.21,0,4.0,2.0,4.0,10.0,25.86,4.889,9.222,0,0,1,Casual
44112,6,54.76666666666667,30,74,2024-11-19,2024-04-06,42,228,0.18,1,2.0,1.0,3.0,6.0,24.99,5.0,12.333,0,0,1,Casual
44113,10,22.16,13,110,2024-12-30,2024-01-20,1,346,0.2,0,5.0,2.0,1.0,8.0,19.11,1.3,11.0,0,0,0,At-Risk
44114,8,55.65,54,71,2024-07-16,2024-01-05,168,194,0.29,1,1.0,4.0,4.0,9.0,25.38,6.75,8.875,1,1,3,High Spender
44115,11,31.663636363636364,6,120,2024-11-08,2024-01-29,53,285,0.27,1,2.0,4.0,1.0,7.0,23.3,0.545,10.909,0,0,1,Casual
